# Catalog of NOx point sources v2.0
# 
# Contact: steffen.beirle@mpic.de
# 
# Covered time range: May 2018 to Nov 2021 
# Used datasets:
# - TROPOMI NO2 measurements: https://data-portal.s5p-pal.com/products/no2.html
# - ERA5 wind fields: https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5
# - Global power plant database (GPPD): https://datasets.wri.org/dataset/globalpowerplantdatabase
# - World cities database (WCD): https://simplemaps.com/data/world-cities
# 
# Version 2 of the catalog provides a fundamental update compared to version 1.
# Several improvements have been implemented resulting in generally higher and
# more realistic emissions.
# A detailed description of the dataset is to be submitted to ESSD.
# 
# Data:
# Column 1: Rank of NOx point source
# Column 2: Latitude [degree North] of point source
# Column 3: Longitude [degree East] of point source
# Column 4: NOx emissions [kg/s]
# Column 5: NOx emissions error [kg/s]
# Column 6: Number of months (within the considered time range)
#           where significant emissions could be detected.
# Column 7: Combustion power plants above 100 MW within 15 km
#           as listed in GPPD, separated by semicolon.
#           Spelling exactly as in GPPD.
#           No entry if no match to GPPD was found.
#           Primarily based on GPPD v1.3, 
#           but extended by entries from v1.2 if missing in 1.3
#           (labelled as "v1.2")
# Column 8: Cities with more than 100,000 inhabitants within 15 km
#           as listed in WCD, separated by semicolon.
#           Spelling exactly as in WCD.
#           No entry if no match to WCD was found.
rank,lat,lon,E,err,months_significant,power_plants,cities
988,45.0625,41.9875,0.1198,0.0235,7,,Stavropol
989,28.4125,45.9875,0.1198,0.0178,42,QAISUMAH,Ḩafr al Bāţin
990,35.9875,-83.9625,0.1196,0.0333,7,,Knoxville
991,25.2125,56.3375,0.1193,0.0322,23,FAPCO (Fuj F2);ESWPC (Fuj F1),
992,-24.6375,25.8875,0.1193,0.0292,21,,Gaborone
993,49.0375,104.1375,0.1192,0.0191,9,,Erdenet
994,11.1625,79.0875,0.1191,0.0401,10,,
995,20.9875,-101.4125,0.1187,0.0381,9,,
996,40.0125,26.9875,0.1186,0.0205,6,İÇDAŞ Biga Termik Santrali;Çan-1 power station,
997,-29.1375,26.1875,0.1184,0.0289,22,,Bloemfontein
998,25.9625,113.2125,0.1179,0.0372,6,Liyujiang-2B power station;Liyujiang-2A power station,Tangdong
999,53.0875,49.9125,0.1178,0.0194,7,Novokuibyshevsk HPP-1;Novokuybyshevskaya CHPP-2,Novokuybyshevsk
1000,47.5625,7.6375,0.1175,0.0253,7,,Basel
1001,-26.6375,-66.4625,0.1174,0.0351,6,,
1002,13.0625,5.1875,0.1174,0.0290,23,,Sokoto
1003,48.0875,123.4625,0.1173,0.0140,10,,
1004,37.2625,126.4375,0.1172,0.0186,13,Yeongheung,
1005,30.4125,30.5875,0.1171,0.0220,34,,
1006,30.5625,-87.2375,0.1168,0.0227,10,Crist;Santa Rosa Energy Center;Pensacola Florida Plant,Pensacola
1007,-29.3875,-69.9875,0.1167,0.0239,14,,
1008,52.1375,-106.6875,0.1164,0.0211,6,Queen Elizabeth;Cory Cogeneration,Saskatoon
1009,39.2625,44.4375,0.1163,0.0366,8,,
1010,57.7125,11.9125,0.1163,0.0233,8,Rya,Gothenburg
1011,39.9625,33.1625,0.1162,0.0594,13,,
1012,37.5875,-0.9625,0.1159,0.0256,21,CARTAGENA GRUPO 1;CTCC ESCOMBRERAS;CT ESCOMBRERAS 5,Cartagena
1013,-10.5125,27.5875,0.1157,0.0399,7,,
1014,27.4875,-109.9625,0.1156,0.0325,17,,Ciudad Obregón
1015,32.9375,129.5875,0.1155,0.0223,13,Matsushima power station,
1016,42.5375,125.6375,0.1155,0.0261,6,,Meihekou
1017,35.2625,-2.9625,0.1153,0.0321,15,,Nador
1018,34.1375,113.4375,0.1151,0.0325,9,Xuchang Yulong power station;Longgang Coal,Yingchuan
1019,31.4125,-96.2375,0.1150,0.0252,16,Limestone,
1020,20.1375,-103.5625,0.1147,0.0457,11,,
1021,36.5875,10.3125,0.1146,0.0187,16,,
1022,23.4875,110.5125,0.1142,0.0293,7,,
1023,-8.6875,115.2125,0.1141,0.0364,10,PLTG Pesanggaran,Denpasar
1024,7.3375,6.4125,0.1140,0.0549,6,,
1025,29.9125,-96.7625,0.1139,0.0224,13,Fayette Power Project,
1026,35.7625,-5.8125,0.1139,0.0188,14,,Tangier
1027,25.6375,32.5625,0.1137,0.0215,24,,Luxor
1028,29.4625,55.6625,0.1135,0.0247,29,,Sīrjān
1029,50.4375,21.3375,0.1133,0.0203,7,Połaniec;Połaniec Zielony Blok,
1030,48.5625,119.7375,0.1132,0.0154,7,Huaneng Yimin power station,
1031,34.7625,134.3625,0.1131,0.0245,7,Ako;Aioi,
1032,47.2125,123.5875,0.1131,0.0151,11,Huadian Fulaerji-2 power station,Hong’an
1033,28.6375,117.3875,0.1129,0.0346,7,,
1034,36.8875,35.8625,0.1128,0.0517,21,İsken Sugözü power station,
1035,51.2375,22.5625,0.1127,0.0214,6,EC Lublin Wrotków,Lublin
1036,-27.3625,22.9625,0.1126,0.0340,8,,
1037,18.5875,45.3625,0.1121,0.0220,35,,
1038,21.8125,-100.9375,0.1120,0.0293,9,Villa de Reyes,
1039,-33.6125,-71.6125,0.1118,0.0666,10,,
1040,19.5125,42.5375,0.1117,0.0297,35,,
1041,28.6125,51.6125,0.1116,0.0414,24,,
1042,40.6375,-95.7875,0.1116,0.0140,10,Nebraska City,
1043,39.8375,-88.9125,0.1116,0.0160,6,Archer Daniels Midland Decatur,
1044,23.1625,81.6125,0.1113,0.0327,18,AMAR KANTAK,
1045,40.9875,36.0625,0.1104,0.0243,10,,
1046,31.0375,51.1625,0.1100,0.0416,10,,
1047,17.6125,33.9875,0.1098,0.0226,36,,Atbara;EdDamer
1048,27.9625,45.5625,0.1090,0.0198,38,,
1049,28.4125,53.2375,0.1065,0.0319,31,,
1050,17.3125,47.0875,0.1064,0.0238,41,SHAROURA,
1051,20.5375,-15.5125,0.1058,0.0177,38,,
1052,23.4875,40.8875,0.1041,0.0208,31,,
1053,33.3625,6.8625,0.1029,0.0156,42,,El Oued
1054,30.8125,8.0375,0.1014,0.0146,42,,
1055,44.8375,65.5125,0.1009,0.0117,32,,Qyzylorda
1056,29.4875,43.5625,0.1008,0.0222,37,,
1057,31.0125,56.4625,0.1005,0.0264,21,,
1058,-22.5375,15.0625,0.1004,0.0343,36,,
1059,32.2875,55.5125,0.0995,0.0269,32,,
1060,31.1625,36.0875,0.0992,0.0167,22,Al Qatrana CCGT Power Plant Jordan,
1061,25.0625,67.4875,0.0987,0.0571,16,,
1062,24.0875,48.9875,0.0964,0.0149,40,,
1063,21.9125,41.2625,0.0958,0.0204,35,,
1064,41.6125,-109.7875,0.0950,0.0290,20,,
1065,24.9625,45.5375,0.0941,0.0158,35,,
1066,33.8875,10.0125,0.0940,0.0217,30,Ghannouch;Bouchemma 1,Métouia;Gabès
1067,-15.2125,-75.0875,0.0934,0.0380,36,,
1068,31.3375,-106.4875,0.0919,0.0253,33,Samalayuca II;Benito Juárez (Samalayuca);Transalta Chihuahua III,
1069,41.8375,59.9625,0.0918,0.0123,33,Dashoguz OCGT Power Plant Turkmenistan,Daşoguz
1070,28.0625,57.7875,0.0909,0.0237,28,Shobaad,
1071,15.7125,48.8125,0.0892,0.0241,31,,
1072,39.1875,65.3125,0.0887,0.0122,24,,
1073,32.3625,43.3375,0.0878,0.0129,38,,
1074,34.9125,8.5375,0.0873,0.0126,25,Feriana 1,
1075,34.4375,60.3875,0.0866,0.0829,22,,
1076,30.2375,32.5625,0.0865,0.0189,16,,
1077,40.0375,52.9625,0.0862,0.0318,22,Turkmenbashi Heat and Power Plant Turkmenistan;Turkmenbashi Oil Refinery OCGT Power Plant Turkmenistan,
1078,33.1125,3.3375,0.0850,0.0118,36,Tilghemt 2;Tilghemt 1,
1079,25.2125,48.6375,0.0828,0.0131,42,,
1080,31.2375,44.9125,0.0821,0.0175,19,,
1081,24.7875,45.6125,0.0819,0.0139,36,Riyadh 12;Riyadh 11,
1082,43.9125,94.6375,0.0814,0.0123,12,,
1083,29.6875,6.7125,0.0810,0.0118,41,,
1084,23.1875,55.4625,0.0808,0.0165,37,,
1085,19.7625,-14.4125,0.0793,0.0151,21,,
1086,39.6875,75.0125,0.0780,0.0182,12,,
1087,17.9375,34.0375,0.0763,0.0155,20,,
1088,24.8125,70.3875,0.0760,0.0148,22,,
1089,31.4875,65.8375,0.0760,0.0305,23,,
1090,31.4375,39.1375,0.0755,0.0114,31,,
1091,44.5125,90.3125,0.0754,0.0204,18,,
1092,35.7125,4.4875,0.0753,0.0155,19,Msila 1,M’Sila
1093,45.7875,85.2375,0.0739,0.0186,10,,
1094,29.9625,40.2125,0.0738,0.0194,38,,Sakākā
1095,31.9625,5.3375,0.0731,0.0112,36,,Ouargla
1096,32.5375,45.8375,0.0728,0.0101,22,,Al Kūt
1097,43.3625,52.8375,0.0706,0.0077,35,,
1098,32.1375,54.1125,0.0685,0.0982,22,,
1099,40.5875,82.8875,0.0679,0.0126,26,,
1100,35.7875,9.8625,0.0678,0.0105,17,,
1101,28.9875,51.9125,0.0677,0.0168,27,,
1102,37.0375,72.4875,0.0667,0.0256,6,,
1103,22.2875,43.2875,0.0666,0.0111,28,,
1104,15.5625,45.8125,0.0636,0.0197,20,Marib,
1105,22.8125,5.5375,0.0632,0.0176,17,,
1106,32.7625,3.1875,0.0618,0.0087,21,,
1107,28.6375,9.7875,0.0615,0.0097,24,,
1108,23.2875,54.2375,0.0612,0.0114,34,,
1109,15.6125,46.0375,0.0610,0.0179,29,,
1110,31.4125,38.6875,0.0607,0.0097,24,,
1111,32.1125,47.4125,0.0597,0.0104,22,,
1112,37.2375,67.2875,0.0586,0.0110,19,,Termiz
1113,22.3125,46.6875,0.0584,0.0113,31,LAYLA,
1114,9.5625,44.0625,0.0578,0.0182,12,,
1115,33.8125,2.8625,0.0577,0.0082,20,,Laghouat
1116,38.7875,64.6625,0.0555,0.0083,21,,
1117,23.8625,40.9375,0.0555,0.0097,12,,
1118,21.6625,56.4125,0.0552,0.0119,34,,
1119,27.8875,-0.2875,0.0539,0.0080,23,,
1120,24.0125,55.4375,0.0538,0.0117,23,,
1121,31.3875,6.9375,0.0535,0.0085,19,,
1122,28.2625,43.2125,0.0523,0.0088,23,,
1123,27.1625,-13.1875,0.0522,0.0072,16,,Laâyoune
1124,31.0125,8.1625,0.0503,0.0076,16,,
1125,33.7625,37.0125,0.0499,0.0119,7,,
1126,31.6375,54.7375,0.0498,0.0246,20,,
1127,30.3625,42.2625,0.0492,0.0109,22,,
1128,23.5625,53.3125,0.0490,0.0088,24,,
1129,27.6375,-8.1125,0.0485,0.0085,15,,
1130,36.2125,57.6625,0.0454,0.0172,10,,Sabzevār
1131,27.0375,14.4375,0.0444,0.0091,8,,Sabhā
1132,23.9125,47.2875,0.0430,0.0278,17,,
1133,44.1125,52.1125,0.0429,0.0075,7,,
1134,17.7125,33.7875,0.0419,0.0129,11,,
1135,38.6375,64.7625,0.0385,0.0058,14,,
1136,24.2875,46.3125,0.0369,0.0136,20,,
1137,33.5875,42.5125,0.0357,0.0064,12,,
1138,31.7875,46.0875,0.0347,0.0052,7,,
1139,24.6875,47.5375,0.0338,0.0066,9,,
